epoch,lr,train_loss,val_pooled_db_w1,val_pooled_db_w2,val_pooled_db_w3,val_pooled_db_w4,val_median_db_w1,val_median_db_w4,val_align_median_db_w1,val_rho_w1,copy_last_pooled_db_w1,epoch_sec,gpu_mem_mb
1,0.0003,0.7752234974060394,-8.902522526647438,-8.128323406845738,-7.494792604797643,-6.816825802831251,-11.002489090866224,-8.911860520139118,-12.233938502652906,0.9696458578109741,-4.450766060778026,3444.4918069839478,13116.5029296875
2,0.0002995135962201315,0.16814625374133152,-10.992803857137748,-10.011518589168498,-9.278288252775138,-8.527077198961678,-14.068447601742186,-11.795022023274948,-15.483651690843814,0.9857534170150757,-4.450766060778026,3060.168151140213,13116.5029296875
3,0.00029805753939568687,0.12930275942529357,-11.4238339615396,-10.349988391528886,-9.547663611625287,-8.631992463733944,-15.060333939749764,-12.322708510658176,-16.687384091485647,0.9892209768295288,-4.450766060778026,3483.7888107299805,13116.5029296875
4,0.00029564127261390776,0.11324209817822972,-11.574057200195131,-10.482196918490729,-9.584075875353072,-8.816603563504163,-15.3135205873481,-12.595176361644752,-16.92614259017724,0.9898005723953247,-4.450766060778026,3128.5284259319305,13116.5029296875
5,0.00029228046629207175,0.10365349179768361,-11.637895402325247,-10.589574005307234,-9.733419316963932,-8.947467334798985,-15.704563354550228,-12.936287752637485,-17.325834679440078,0.9907015562057495,-4.450766060778026,2991.861816883087,13116.5029296875
6,0.0002879969165488236,0.09581889274294539,-11.745015507124144,-10.644450785164752,-9.726750726333027,-8.962475602140838,-15.999877012822491,-13.025029054545124,-17.331943218842024,0.9907146692276001,-4.450766060778026,2991.942943096161,13116.5029296875
7,0.0002828184038479814,0.089857335896331,-11.786422835167933,-10.687137901579213,-9.81379668569421,-8.925412962163735,-16.003517202552043,-12.863873849161209,-17.485536908137995,0.9910387992858887,-4.450766060778026,2987.7778992652893,13116.5029296875
8,0.0002767785128315692,0.08533377116432869,-11.80321618786925,-10.770087629175904,-9.894837155210089,-9.076561187625975,-16.368365133529608,-13.415769609066768,-17.75273896490306,0.9915757775306702,-4.450766060778026,2990.9827222824097,13116.5029296875
9,0.00026991641451052517,0.08154105679183443,-11.864295542233341,-10.801111524945366,-9.921242396652762,-9.02573285629003,-16.452898610474286,-13.31221206725709,-17.773618253967964,0.9916163682937622,-4.450766060778026,2992.5845589637756,13116.5029296875
10,0.00026227661222566516,0.07876849615307677,-11.852238602408915,-10.858904443596806,-9.95002968664771,-9.15489946054217,-16.804673157558142,-13.5428195428651,-18.04265738013519,0.9921219348907471,-4.450766060778026,2990.537027359009,13116.5029296875
11,0.0002539086530264399,0.0764447967631124,-11.880757265872887,-10.802862262212564,-9.893867149505986,-9.026310344361711,-16.531088787417648,-13.359552295534064,-17.986154683547824,0.9920183420181274,-4.450766060778026,2983.0750589370728,13116.5029296875
12,0.0002448668063393066,0.07405073156096742,-11.864449426603302,-10.816730852332645,-9.921296467101426,-9.093432372553663,-16.703083877013597,-13.442708747721401,-18.07548908426373,0.9921815395355225,-4.450766060778026,2970.6911523342133,13116.5029296875
13,0.00023520971200967334,0.07220002723631949,-11.865080344437288,-10.816886845220568,-9.839215485980974,-9.092264040976838,-16.61574914365054,-13.415309952752068,-17.82279325809973,0.9917111396789551,-4.450766060778026,3274.9090955257416,13116.5029296875
14,0.000225,0.07046290210893695,-11.978282569788357,-10.894496095043975,-10.016561030652241,-9.197650777536207,-16.66454731507109,-13.610855195593619,-17.99340575388542,0.9920317530632019,-4.450766060778026,2989.1873531341553,13116.5029296875
15,0.0002143038842104581,0.0693009319090548,-11.883599495289225,-10.750877621389742,-9.735609760603563,-8.96793426229538,-16.573128620965,-13.176548019931666,-17.89838158398539,0.9918547868728638,-4.450766060778026,2980.296405315399,13116.5029296875
16,0.0002031907330563803,0.06783531872506719,-11.944075289827015,-10.788712006913268,-9.871968024418365,-9.08267759688976,-16.691537184039394,-13.368434055568496,-17.960344809306164,0.9919705986976624,-4.450766060778026,2981.6373238563538,13116.5029296875
17,0.0001917326195874679,0.06669648933259711,-11.974385578751765,-10.924636579873454,-9.964489496414421,-9.163064153432657,-16.87923483148452,-13.603712060813834,-18.176911963935584,0.9923626780509949,-4.450766060778026,2970.522885322571,13116.5029296875
18,0.00018000385406640666,0.06563820179101598,-12.020397518125037,-10.933789842740449,-9.937591978881093,-9.133548167351455,-17.048343390910123,-13.487471912067793,-18.32806081725495,0.9926248788833618,-4.450766060778026,2977.407456636429,13116.5029296875
19,0.00016808050203829842,0.0647596464707567,-11.926162736847832,-10.875212875220367,-9.918198993067303,-9.118235073237923,-16.805723868458614,-13.456744879032478,-18.088546592124548,0.9922050833702087,-4.450766060778026,2982.3646562099457,13116.5029296875
